Institute,State,Inst. Type,Dept.,OPD,IPD,Beds,Bed Occ.,Histopath,Cytopath,Hematology,Clin. Path.,Biochem,C&S,Serology,X-Rays,USG,CT,MRI,Major OT,Minor OT,Emerg. OT
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,DENTISTRY,2888,12,0,0,0,0,2662,129,5105,0,341,118,0,0,0,5,1775,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MBBS OVERALL,76256,2288,730,577,497,576,58632,4867,134528,2331,28326,9198,2169,643,330,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD ANAESTHESIOLOGY,1100,0,10,8,0,0,0,0,0,0,0,0,0,0,0,501,91,159
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD BIOCHEMISTRY,0,0,0,0,0,0,0,0,237028,0,0,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD COMMUNITY MEDICINE,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD DERMATOLOGY,3436,67,20,14,0,8,3185,34,4990,22,396,37,47,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD EMERGENCY MEDICINE,3166,442,35,29,0,0,2616,218,5224,44,2043,990,452,95,32,159,288,447
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD GENERAL MEDICINE,22318,401,150,123,30,89,12808,1436,32013,1056,9867,4081,186,102,41,0,100,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD MICROBIOLOGY,0,0,0,0,0,0,0,0,0,2331,28326,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PAEDIATRICS,2041,276,90,55,0,4,6493,560,12670,147,2013,40,9,1,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PATHOLOGY,0,0,0,0,497,576,58632,4867,0,0,0,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PHYSICAL MEDICINE & REHABILITATION,1080,0,0,0,0,0,748,0,1564,0,75,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PHYSIOLOGY,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PSYCHIATRY,1524,52,30,24,0,0,1452,26,2433,0,101,33,18,9,0,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD PULMONARY MEDICINE,2027,64,35,30,20,26,3024,111,6071,138,1789,1510,159,89,0,0,4,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MD RADIODIAGNOSIS,0,0,0,0,0,0,0,0,0,0,0,9305,2169,643,330,0,0,0
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MS ENT,2214,64,35,30,16,28,1879,115,3825,127,2000,450,56,158,0,60,352,1
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MS GENERAL SURGERY,6522,354,150,126,186,144,9185,1037,24303,604,2629,893,420,44,78,190,903,82
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MS OBG,4057,282,90,77,99,126,6772,544,15452,125,2056,140,1316,14,0,78,509,42
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MS OPHTHALMOLOGY,3449,155,35,29,32,30,2932,162,5858,18,1806,171,55,54,0,116,521,1
"ESIC Medical College & Hospital (ESIC Medical College & PGIMSR), KK Nagar, Chennai",Tamil Nadu,Govt,MS ORTHOPAEDICS,6323,124,90,74,114,119,5210,493,14627,493,3260,809,420,78,146,88,790,10
"ESIC Medical College, Alwar",Rajasthan,Govt,MBBS OVERALL,21977,3100,379,6,60,108,12034,1534,23900,35,3548,2942,677,123,0,0,0,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,3
"ESIC Medical College, Alwar",Rajasthan,Govt,MD DERMATOLOGY,1985,0,10,0,0,0,87,24,135,2,50,0,0,0,0,0,0,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MD EMERGENCY MEDICINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MD GENERAL MEDICINE,6614,658,50,21,0,4,3815,516,8142,33,687,752,102,57,0,0,0,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MD PAEDIATRICS,1012,309,24,10,0,0,913,130,1436,12,401,119,65,2,0,0,0,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MD PSYCHIATRY,354,13,10,0,0,0,238,45,257,3,141,0,0,1,0,0,0,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MS ENT,1451,56,5,2,8,18,669,86,790,5,272,104,65,14,0,14,155,0
"ESIC Medical College, Alwar",Rajasthan,Govt,MS GENERAL SURGERY,2330,609,50,20,40,20,2078,228,4888,27,663,381,231,31,0,22,4,1
"ESIC Medical College, Alwar",Rajasthan,Govt,MS OBG,1481,316,30,10,20,41,1356,174,2388,16,485,73,161,2,0,9,34,19
"ESIC Medical College, Alwar",Rajasthan,Govt,MS OPHTHALMOLOGY,1787,13,5,2,0,0,14,1,15,1,13,0,2,11,0,12,0,1
"ESIC Medical College, Alwar",Rajasthan,Govt,MS ORTHOPAEDICS,3047,292,24,9,1,0,2399,269,4877,19,501,415,0,6,0,19,5,0
"ESIC Medical College, Bangalore",Karnataka,Govt,MBBS OVERALL,50753,2482,530,76,624,318,130886,22572,141942,3528,20669,6980,2319,456,415,0,0,0
"ESIC Medical College, Bangalore",Karnataka,Govt,MCH SURGICAL GASTROENTEROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ESIC Medical College, Bangalore",Karnataka,Govt,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
