Alloted Quota,Alloted Category,State,College,Course,Course Fee,2024 R1,2024 R2,2024 R3,2024 R4,2024 R5,2023 R1,2023 R2,2023 R3,2023 R4,2022 R1,2022 R2,2022 R3,2022 R4
All India Quota,OBC,Rajasthan,"Sardar Patel Medical College, Bikaner",MD RADIODIAGNOSIS,12812,1215 (1),1215 (1),1215 (1),-,1794 (1),1961 (1),1961 (1),-,-,-,-,-,-
All India Quota,Open,Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",MD DERMATOLOGY,40000,1222 (2),1880 (2),2441 (2),-,-,-,-,-,-,-,1808 (1),-,-
All India Quota,Open,Maharashtra,"Dr. Shankarrao Chavan Government Medical College, Nanded",MD RADIODIAGNOSIS,143300,1244 (1),1259 (1),1259 (1),-,1152 (1),2014 (1),2171 (1),-,-,-,-,-,-
IPU,Open,Delhi,"ABVIMS (Formerly PGIMER) & Dr. RML Hospital, New Delhi",MD GENERAL MEDICINE,41000,1278 (7),1278 (7),1278 (7),-,704 (8),704 (8),704 (8),-,-,1793 (7),1793 (7),-,-
All India Quota,EWS,Gujarat,"Pandit Deendayal Upadhyay Medical College, Rajkot",MD GENERAL MEDICINE,30000,1218 (1),1511 (1),2990 (1),-,1356 (1),2231 (1),2231 (1),-,-,1331 (1),2235 (1),3733 (1),-
All India Quota,Open,Madhya Pradesh,"Gandhi Medical College, Bhopal",MD GENERAL MEDICINE,101500,1240 (4),1240 (4),1473 (4),-,1331 (5),1846 (7),1913 (7),-,-,1116 (3),1566 (3),2447 (1),3705 (1)
All India Quota,Open,West Bengal,"Chittaranjan National Cancer Institute, Kolkata",MD RADIODIAGNOSIS,12000,1297 (1),1297 (1),1297 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Assam,"Silchar Medical College, Silchar",MD RADIODIAGNOSIS,17900,1354 (1),1942 (1),1942 (1),-,1730 (1),2099 (1),2137 (1),-,-,1594 (1),2104 (1),-,-
All India Quota,OBC,Maharashtra,"Grant Medical College, Mumbai",MD GENERAL MEDICINE,143300,1359 (3),2039 (3),2898 (3),-,1503 (3),1996 (3),2511 (3),-,-,1172 (3),1428 (3),2598 (1),3538 (1)
All India Quota,OBC,Rajasthan,"Government Medical College, Kota",MD RADIODIAGNOSIS,12812,1390 (1),1390 (1),1390 (1),-,1420 (1),1794 (1),1794 (1),-,-,1361 (1),1361 (1),-,-
All India Quota,Open,Uttar Pradesh,"LLRM Medical College, Meerut",MD GENERAL MEDICINE,40000,1449 (3),1958 (3),2169 (3),-,1600 (4),1791 (4),2061 (4),4735 (1),-,1727 (1),1727 (1),-,-
All India Quota,Open,Rajasthan,"Jawaharlal Nehru Medical College, Ajmer",MD DERMATOLOGY,10982,1477 (1),1477 (1),1809 (1),-,1592 (2),1867 (2),1867 (2),-,-,1763 (2),2279 (2),-,-
DNB Quota,Open,Delhi,"Hindu Rao Hospital, Delhi",DNB GENERAL MEDICINE,125000,1597 (2),2713 (2),2757 (2),-,1921 (1),1921 (1),1669 (1),-,-,2281 (3),2534 (3),4267 (1),-
DNB Quota,Open,Kerala,"Medical Trust Hospital, Kochi",DNB RADIODIAGNOSIS,125000,1672 (2),2362 (2),2362 (2),-,1577 (2),1918 (2),1918 (2),-,-,1437 (1),1588 (2),1819 (1),-
All India Quota,Open,Maharashtra,"Government Medical College, Latur",MD GENERAL MEDICINE,143300,1678 (1),2092 (1),2693 (1),-,2132 (2),2496 (2),3162 (2),-,-,1579 (1),2458 (1),-,-
All India Quota,EWS,Madhya Pradesh,"Netaji Subhash Chandra Bose Medical College, Jabalpur",MD GENERAL MEDICINE,101500,1953 (1),3708 (1),3708 (1),-,2342 (2),3035 (2),3039 (2),-,-,2359 (1),3571 (1),-,-
All India Quota,OBC,Maharashtra,"Government Medical College, Aurangabad",MD GENERAL MEDICINE,143300,1980 (2),2602 (2),2602 (2),-,1742 (2),2626 (2),2891 (2),-,-,1655 (2),1977 (2),-,-
DNB Quota,Open,Maharashtra,"Jaslok Hospital & Research Centre, Mumbai",DNB NUCLEAR MEDICINE,125000,1982 (1),1982 (1),1982 (1),-,3897 (1),4182 (1),4182 (1),-,-,2424 (1),2813 (1),-,-
DNB Quota,Open,Maharashtra,"Saifee Hospital, Mumbai",DNB RADIODIAGNOSIS,125000,2011 (2),2020 (2),2020 (2),-,2244 (2),2542 (2),3317 (2),-,-,1733 (2),2602 (2),-,-
All India Quota,Open,Delhi,"ABVIMS (Formerly PGIMER) & Dr. RML Hospital, New Delhi",MD PSYCHIATRY,41000,2063 (3),2736 (3),3302 (3),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Delhi,"Mata Chanan Devi Hospital, Delhi",DNB RADIODIAGNOSIS,125000,2077 (1),2397 (1),2402 (1),-,2942 (1),3410 (1),4266 (1),-,-,2498 (1),3611 (1),5398 (1),-
All India Quota,Open,Chandigarh,"Government Medical College, Chandigarh",MD PSYCHIATRY,34500,2086 (1),2086 (1),2086 (1),-,3029 (2),3885 (2),3885 (2),-,-,2076 (1),2076 (1),9124 (1),-
DNB Quota,Open,Maharashtra,"Jehangir Hospital, Pune",DNB RADIODIAGNOSIS,125000,2093 (2),2093 (2),2093 (2),-,2338 (2),2682 (2),2782 (2),-,-,2113 (2),2584 (2),4390 (2),-
All India Quota,OBC,Andhra Pradesh,"Guntur Medical College, Guntur",MD GENERAL MEDICINE,15375,2136 (3),2244 (3),2884 (3),-,1589 (2),1589 (2),1589 (2),-,-,1801 (1),1890 (1),1510 (1),5225 (1)
All India Quota,OBC,West Bengal,"Nilratan Sircar Medical College, Kolkata",MD GENERAL MEDICINE,12000,2152 (2),3108 (2),4491 (2),-,2875 (1),2875 (1),2875 (1),-,-,2205 (2),4316 (2),-,-
DNB Quota,Open,Uttar Pradesh,"Heritage Hospital, Varanasi",DNB RADIODIAGNOSIS,125000,2187 (1),2187 (1),2187 (1),-,4945 (1),4957 (1),4957 (1),-,-,-,-,-,-
All India Quota,OBC,Maharashtra,"Maharashtra Post Graduate Institute of Medical Education & Research, Nashik",MD GENERAL MEDICINE,143300,2227 (1),3539 (1),4122 (1),-,2984 (1),3312 (1),3634 (1),-,-,-,3366 (2),-,-
All India Quota,Open,Uttarakhand,"Doon Medical College, Dehradun",MD GENERAL MEDICINE,60000,2278 (1),2782 (1),3058 (1),-,-,-,-,-,-,1909 (1),2875 (1),4234 (1),-
All India Quota,Open,Jammu & Kashmir,"Sher-I-Kashmir Institute of Medical Sciences, Soura, Srinagar",MD PAEDIATRICS,11000,2282 (1),3673 (1),3673 (1),-,6144 (2),7158 (2),8082 (2),-,-,-,-,-,-
DNB Quota,Open,Delhi,"Human Care Medical Charitable Trust, Delhi",DNB RADIODIAGNOSIS,125000,2307 (1),2307 (1),2307 (1),-,3095 (2),3843 (2),3843 (2),-,-,-,-,-,-
DU,Open,Delhi,"University College of Medical Sciences & GTB Hospital, New Delhi",MS OBG,57600,2337 (4),2815 (4),3659 (4),-,3040 (3),4095 (3),4095 (3),-,-,3145 (4),3584 (4),-,-
DNB Quota,Open,Haryana,"Asian Institute of Medical Sciences, Faridabad",DNB RADIODIAGNOSIS,125000,2361 (2),2361 (2),2374 (2),-,3097 (2),3276 (2),3276 (2),-,-,3695 (2),4049 (2),-,-
All India Quota,Open,Rajasthan,"Government Medical College, Kota",MD DERMATOLOGY,12812,1281 (2),1693 (2),1790 (2),-,-,-,-,-,-,-,1763 (1),-,-
All India Quota,Open,Andhra Pradesh,"Guntur Medical College, Guntur",MD DERMATOLOGY,15375,1437 (1),2310 (1),2677 (1),-,-,-,-,-,-,1601 (1),1876 (1),2147 (1),6815 (1)
All India Quota,EWS,Andhra Pradesh,"Guntur Medical College, Guntur",MD GENERAL MEDICINE,15375,1443 (1),1851 (1),2081 (1),-,1633 (2),1633 (2),1775 (2),-,-,-,-,-,-
All India Quota,Open,Tamil Nadu,"Coimbatore Medical College, Coimbatore",MD GENERAL MEDICINE,50000,1469 (5),1855 (5),2234 (5),-,1399 (5),2100 (5),2100 (5),-,-,1341 (3),1376 (3),1559 (1),-
All India Quota,Open,Andhra Pradesh,"Andhra Medical College, Visakhapatnam",MD DERMATOLOGY,15375,1494 (2),2298 (2),2310 (2),6357 (1),-,2608 (2),2394 (2),-,-,-,-,-,-
All India Quota,EWS,Delhi,"Maulana Azad Medical College, New Delhi",MS ORTHOPAEDICS,57600,1502 (1),1502 (1),6922 (1),-,1542 (1),3306 (1),7756 (2),-,-,1878 (1),1878 (1),-,-
All India Quota,Open,Goa,"Goa Medical College, Panaji",MD GENERAL MEDICINE,122522,1559 (3),1849 (3),1752 (3),4175 (1),-,1521 (3),2009 (3),2122 (3),-,1305 (3),1705 (3),2797 (2),-
All India Quota,Open,Bihar,"Patna Medical College, Patna",MD DERMATOLOGY,9000,1611 (2),2597 (2),2597 (2),-,-,2204 (2),2356 (2),2356 (2),-,-,-,-,-
All India Quota,OBC,Karnataka,"Bangalore Medical College & Research Institute, Bangalore",MD GENERAL MEDICINE,124150,1646 (5),1810 (5),2238 (5),5387 (1),-,1406 (4),1427 (4),1427 (4),-,964 (3),1250 (3),-,-
All India Quota,EWS,Madhya Pradesh,"Gandhi Medical College, Bhopal",MD GENERAL MEDICINE,101500,1706 (2),1706 (2),2336 (2),5684 (1),-,-,-,-,-,1795 (1),2440 (1),4169 (1),-
All India Quota,EWS,Chandigarh,"Government Medical College, Chandigarh",MD DERMATOLOGY,34500,1742 (1),2264 (1),2264 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Maharashtra,"Government Medical College, Akola",MD RADIODIAGNOSIS,143300,1775 (1),1775 (1),2529 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,West Bengal,"Government Medical College, Kolkata",MD GENERAL MEDICINE,12000,1909 (3),2152 (3),2152 (3),-,-,2587 (3),2792 (3),2792 (3),-,1480 (3),1636 (3),-,-
All India Quota,Open,Maharashtra,"Grant Medical College, Mumbai",MD PAEDIATRICS,143300,2162 (3),3196 (3),3418 (3),-,-,1745 (1),2368 (1),3660 (1),-,2031 (2),2835 (2),4342 (1),-
All India Quota,EWS,Rajasthan,"Government Medical College, Kota",MD DERMATOLOGY,12812,2223 (1),2223 (1),2223 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Tamil Nadu,"Government Villupuram Medical College, Villupuram",MD GENERAL MEDICINE,50000,2224 (2),3570 (2),3783 (2),-,-,2383 (1),2945 (1),2945 (1),-,1899 (1),2188 (1),3290 (1),-
All India Quota,Open,Tamil Nadu,"Stanley Medical College, Chennai",MD PAEDIATRICS,50000,2254 (3),3383 (3),4014 (3),-,-,1869 (3),2477 (3),2477 (3),-,1063 (3),1740 (3),-,-
All India Quota,Open,Andhra Pradesh,"Government Medical College, Ananthapuram",MD DERMATOLOGY,15375,2310 (1),3162 (1),4611 (1),8583 (1),7304 (1),2394 (2),2923 (2),4009 (2),-,-,-,-,-
All India Quota,OBC,Rajasthan,"Government Medical College, Kota",MD GENERAL MEDICINE,12812,2311 (3),2311 (3),2837 (3),-,-,3173 (4),3394 (4),4331 (4),-,3254 (3),3802 (3),-,-
All India Quota,Open,Karnataka,"Karwar Institute of Medical Sciences, Karwar",MD GENERAL MEDICINE,124150,2334 (1),2933 (1),4135 (1),-,-,2481 (1),3127 (1),3127 (1),-,-,-,-,-
All India Quota,Open,Gujarat,"Medical College, Baroda",MD PAEDIATRICS,30000,2358 (2),3691 (2),3691 (2),5400 (1),-,1701 (2),3553 (2),4219 (2),-,1543 (2),2497 (2),-,-
All India Quota,OBC,Bihar,"Patna Medical College, Patna",MD DERMATOLOGY,9000,2369 (1),2369 (1),2369 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Tamil Nadu,"Madras Medical College, Chennai",MD PAEDIATRICS,50000,1310 (10),1324 (10),2372 (10),-,-,1352 (9),1642 (9),1642 (9),-,573 (9),880 (9),-,-
DNB Quota,Open,Delhi,"Aakash Healthcare Super Specialty Hospital, Delhi",DNB RADIODIAGNOSIS,125000,1321 (2),1321 (2),1660 (2),3981 (1),-,2482 (1),2930 (1),3093 (1),-,2761 (1),2862 (1),5359 (1),-
AMU,Open,Uttar Pradesh,"Jawaharlal Nehru Medical College, Aligarh",MD RADIODIAGNOSIS,38000,1329 (6),1329 (6),1329 (6),-,-,1748 (6),1748 (6),1748 (6),-,1824 (6),2203 (6),-,-
All India Quota,Open,Rajasthan,"Sardar Patel Medical College, Bikaner",MD GENERAL MEDICINE,12812,1366 (5),1580 (5),1716 (5),-,-,1407 (5),1583 (5),1583 (5),-,1304 (4),1614 (4),2893 (1),5837 (1)
All India Quota,EWS,Maharashtra,"Dr. Vaishampayan Memorial Medical College, Solapur",MD GENERAL MEDICINE,143300,1433 (1),3303 (1),3303 (1),-,-,1588 (1),2424 (1),3035 (1),-,2352 (1),2352 (1),-,-
All India Quota,OBC,Tamil Nadu,"Thanjavur Medical College, Thanjavur",MD GENERAL MEDICINE,50000,1434 (2),2425 (2),2609 (2),-,-,1596 (2),2104 (2),2104 (2),-,1289 (2),1708 (2),-,-
DNB Quota,Open,Rajasthan,"Santokba Durlabhji Memorial Hospital (SDMH), Jaipur",DNB RADIODIAGNOSIS,125000,1538 (2),1640 (2),1640 (2),-,-,2225 (2),2507 (2),2345 (2),-,1939 (2),2095 (2),-,-
All India Quota,EWS,Bihar,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna",MD GENERAL MEDICINE,160000,1580 (1),2429 (1),2429 (1),-,-,-,-,-,-,2862 (1),2757 (1),4296 (1),-
All India Quota,Open,West Bengal,"Calcutta National Medical College, Kolkata",MD DERMATOLOGY,12000,1621 (1),1621 (1),1621 (1),-,-,-,-,-,-,2042 (1),2297 (1),3833 (1),-
All India Quota,Open,Maharashtra,"Government Medical College, Miraj",MD GENERAL MEDICINE,143300,1630 (1),1960 (1),2881 (1),-,-,1258 (1),1965 (1),2277 (1),-,1576 (2),2449 (2),-,-
DNB Quota,Open,Maharashtra,"Bhabha Atomic Research Centre, Mumbai",DNB RADIODIAGNOSIS,125000,1686 (1),1794 (1),1938 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Maharashtra,"Seth GS Medical College & KEM Hospital, Mumbai",MS OBG,143300,1739 (8),2145 (8),2725 (8),-,-,1646 (8),1967 (8),2278 (8),-,1688 (8),2618 (8),-,-
All India Quota,EWS,Andhra Pradesh,"SV Medical College, Tirupati",MD GENERAL MEDICINE,15375,1756 (1),1756 (1),1756 (1),-,-,1983 (1),1983 (1),1983 (1),-,1716 (1),1716 (1),-,-
All India Quota,Open,Jharkhand,"Rajendra Institute of Medical Sciences, Ranchi",MD GENERAL MEDICINE,1500,1910 (3),2445 (3),2590 (3),-,-,1669 (3),2186 (3),1496 (3),-,1503 (2),1551 (2),-,-
All India Quota,Open,Andhra Pradesh,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",MD NUCLEAR MEDICINE,188000,1918 (1),3407 (1),2208 (1),-,-,3942 (1),3942 (1),3942 (1),-,-,-,-,-
All India Quota,Open,Rajasthan,"SMS Medical College, Jaipur",MD PAEDIATRICS,11647,2108 (10),2341 (10),3696 (10),-,-,1849 (6),2322 (6),2459 (6),-,2264 (9),3100 (9),4861 (1),-
All India Quota,Open,Delhi,"ESI PGIMSR & ESI Hospital, Basaidarapur, New Delhi",MS OBG,250000,2167 (1),3951 (1),3951 (1),-,-,2375 (1),2375 (1),2375 (1),-,3377 (2),4846 (2),-,-
DNB Quota,Open,Gujarat,"Shalby Hospital, Ahmedabad",DNB RADIODIAGNOSIS,125000,2181 (1),2281 (1),2464 (1),-,-,2488 (1),2488 (1),3023 (1),-,2545 (1),2699 (1),-,-
DU,OBC,Delhi,"Lady Hardinge Medical College, New Delhi",MD DERMATOLOGY,57600,2246 (1),2246 (1),2246 (1),-,-,2193 (1),2193 (1),2193 (1),-,1605 (1),1605 (1),-,-
DU,Open,Delhi,"Lady Hardinge Medical College, New Delhi",MD PAEDIATRICS,57600,2261 (5),2395 (5),2951 (5),-,-,1524 (6),1524 (6),1524 (6),-,1746 (6),1746 (6),-,-
DNB Quota,Open,Maharashtra,"Jupiter Lifeline Hospital, Pune",DNB RADIODIAGNOSIS,125000,2332 (1),2077 (1),2592 (1),-,-,2722 (1),2417 (1),2642 (1),-,2217 (1),2805 (1),-,-
All India Quota,Open,West Bengal,"Calcutta National Medical College, Kolkata",MD PAEDIATRICS,12000,2383 (1),2840 (1),3185 (1),11176 (1),-,2689 (1),3568 (1),4398 (1),-,2925 (1),3783 (1),-,-
All India Quota,Open,Kerala,"Government Medical College, Thrissur",MD PAEDIATRICS,69470,2389 (2),3395 (2),3395 (2),-,-,1260 (1),2427 (1),2619 (1),-,1113 (1),1609 (1),2453 (1),-
All India Quota,EWS,Bihar,"Nalanda Medical College, Patna",MD GENERAL MEDICINE,9000,2429 (1),3096 (1),3984 (1),-,-,4200 (1),4704 (1),4704 (1),-,4535 (1),5440 (1),5696 (1),-
All India Quota,OBC,West Bengal,"RG Kar Medical College, Kolkata",MD DERMATOLOGY,12000,1279 (1),1279 (1),1279 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Bihar,"Nalanda Medical College, Patna",MD RADIODIAGNOSIS,9000,1282 (1),1833 (1),1833 (1),-,-,1812 (1),1581 (1),2513 (1),-,1613 (1),1996 (1),-,-
All India Quota,Open,Himachal Pradesh,"Indira Gandhi Medical College, Shimla",MD DERMATOLOGY,39000,1312 (1),1312 (1),1312 (1),-,-,1563 (1),1784 (1),1784 (1),-,-,-,-,-
All India Quota,Open,Bihar,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna",MD DERMATOLOGY,160000,1357 (2),1572 (2),2614 (2),-,-,-,-,-,-,1549 (2),1549 (2),3150 (1),-
All India Quota,Open,Gujarat,"Government Medical College, Bhavnagar",MD DERMATOLOGY,30000,1379 (2),2022 (2),2348 (2),-,-,1547 (1),1649 (1),2774 (1),4299 (1),1409 (1),1822 (1),-,-
All India Quota,EWS,Gujarat,"BJ Medical College, Ahmedabad",MD DERMATOLOGY,30000,1407 (1),1407 (1),1407 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Telangana,"ESIC Medical College, Sanath Nagar, Hyderabad",MD DERMATOLOGY,250000,1482 (1),1508 (1),1704 (1),-,-,1323 (1),1671 (1),1765 (1),-,1364 (1),2073 (1),-,-
All India Quota,Open,Uttar Pradesh,"BRD Medical College, Gorakhpur",MD DERMATOLOGY,40000,1510 (1),1755 (1),2247 (1),-,-,-,-,-,-,564 (1),564 (1),-,-
All India Quota,OBC,Andhra Pradesh,"Government Siddhartha Medical College, Vijayawada",MD RADIODIAGNOSIS,15375,1560 (1),1787 (1),1787 (1),-,-,1140 (1),1554 (1),1554 (1),-,1005 (1),1279 (1),-,-
All India Quota,OBC,West Bengal,"Institute of Postgraduate Medical Education & Research (IPGMER), Kolkata",MD GENERAL MEDICINE,12000,1605 (2),1605 (2),1605 (2),-,-,1724 (2),2587 (2),2587 (2),-,840 (2),840 (2),-,-
All India Quota,OBC,Maharashtra,"Government Medical College, Latur",MD RADIODIAGNOSIS,143300,1652 (1),1652 (1),1652 (1),-,-,1269 (1),2124 (1),2124 (1),-,-,-,-,-
DNB Quota,Open,Haryana,"Paras Hospital, Gurgaon",DNB RADIODIAGNOSIS,125000,1657 (2),1657 (2),1643 (2),-,-,1841 (2),2796 (2),2796 (2),-,2474 (2),2420 (2),-,-
All India Quota,Open,Uttar Pradesh,"Dr. Ram Manohar Lohia Institute of Medical Sciences, Lucknow",MS GENERAL SURGERY,37500,1669 (1),3551 (1),4848 (1),-,-,1372 (1),3340 (1),4120 (1),-,3449 (2),5499 (2),-,-
All India Quota,SC,West Bengal,"Government Medical College, Kolkata",MD GENERAL MEDICINE,12000,1679 (2),1679 (2),1679 (2),-,-,2574 (2),5739 (2),5739 (2),-,2348 (2),2686 (2),-,-
All India Quota,SC,Maharashtra,"Lokmanya Tilak Municipal Medical College, Mumbai",MD RADIODIAGNOSIS,143300,1702 (1),1702 (1),1702 (1),-,-,3067 (1),2025 (1),3939 (1),-,529 (1),1177 (1),-,-
All India Quota,Open,Rajasthan,"Jawaharlal Nehru Medical College, Ajmer",MD GENERAL MEDICINE,10982,1735 (5),1796 (5),2094 (5),-,-,2112 (5),1951 (5),1951 (5),-,1440 (3),2579 (3),3335 (1),-
All India Quota,OBC,Karnataka,"Karnataka Institute of Medical Sciences, Hubballi",MD DERMATOLOGY,124150,1787 (1),3448 (1),3961 (1),-,-,1977 (1),3703 (1),3573 (1),-,988 (1),988 (1),-,-
DNB Quota,Open,Telangana,"Krishna Institute of Medical Sciences, Secunderabad",DNB RADIODIAGNOSIS,125000,1794 (2),1294 (2),2400 (2),-,-,1549 (2),1549 (2),1549 (2),-,2238 (2),2883 (2),2029 (1),-
All India Quota,Open,Bihar,"Darbhanga Medical College, Lehriasarai",MD RADIODIAGNOSIS,9000,1832 (2),1832 (2),1832 (2),-,-,1581 (1),1826 (1),2999 (1),4937 (1),-,-,-,-
All India Quota,Open,Rajasthan,"SMS Medical College, Jaipur",MS GENERAL SURGERY,11647,1913 (9),2735 (9),2822 (9),-,-,1852 (7),2221 (7),3420 (8),-,2411 (10),2920 (10),6763 (4),8170 (2)
All India Quota,OBC,Jharkhand,"Rajendra Institute of Medical Sciences, Ranchi",MD RADIODIAGNOSIS,1500,1917 (1),1917 (1),1917 (1),-,-,1801 (1),2657 (1),2657 (1),-,1715 (2),2853 (2),-,-
IPU,EWS,Delhi,"ABVIMS (Formerly PGIMER) & Dr. RML Hospital, New Delhi",MD RADIODIAGNOSIS,41000,2006 (1),2006 (1),2006 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Rajasthan,"Dr. SN Medical College, Jodhpur",MD GENERAL MEDICINE,12812,2037 (3),2107 (3),2595 (3),-,-,1868 (2),2168 (2),2206 (2),-,2309 (2),2309 (2),4585 (1),-
All India Quota,Open,Telangana,"ESIC Medical College, Sanath Nagar, Hyderabad",MS OBG,250000,2081 (1),6408 (1),7434 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,EWS,Maharashtra,"Lokmanya Tilak Municipal Medical College, Mumbai",MS GENERAL SURGERY,143300,2116 (1),3486 (1),3811 (1),-,-,3182 (1),4328 (1),4728 (1),-,-,-,-,-
All India Quota,OBC,Kerala,"Government Medical College, Kozhikode",MD PAEDIATRICS,69470,2191 (2),2191 (2),2191 (2),-,-,2710 (3),3334 (3),3509 (3),-,1196 (3),1552 (3),-,-
All India Quota,Open,Gujarat,"BJ Medical College, Ahmedabad",MS GENERAL SURGERY,30000,2209 (7),2209 (7),2209 (7),-,-,1529 (8),2866 (8),4495 (9),-,1128 (6),1128 (6),-,-
All India Quota,OBC,Gujarat,"BJ Medical College, Ahmedabad",MD PAEDIATRICS,30000,2335 (1),4787 (1),7078 (1),-,-,4128 (3),5197 (3),5197 (3),-,3184 (2),3795 (2),-,-
All India Quota,EWS,Rajasthan,"Jawaharlal Nehru Medical College, Ajmer",MD GENERAL MEDICINE,10982,2345 (1),2402 (1),3677 (1),-,-,2727 (1),2430 (1),2583 (1),-,3733 (2),4450 (2),5591 (1),-
All India Quota,Open,West Bengal,"Institute of Child Health, Kolkata",MD PAEDIATRICS,12000,2364 (2),2465 (2),3449 (2),-,-,2660 (2),3217 (2),3034 (2),-,1739 (1),1739 (1),-,-
All India Quota,Open,Bihar,"Nalanda Medical College, Patna",MD DERMATOLOGY,9000,2397 (1),2841 (1),2841 (1),-,-,2356 (1),3800 (1),4435 (1),4608 (1),-,-,-,-
All India Quota,SC,Tamil Nadu,"Madurai Medical College, Madurai",MD GENERAL MEDICINE,50000,2405 (1),2405 (1),2405 (1),-,-,7451 (2),9752 (2),9752 (2),-,3096 (1),3096 (1),-,-
All India Quota,OBC,Tamil Nadu,"Theni Government Medical College, Theni",MD GENERAL MEDICINE,50000,2413 (1),3825 (1),3962 (1),-,-,2245 (1),2922 (1),3284 (1),-,2024 (1),2362 (1),3581 (1),-
All India Quota,OBC,Telangana,"Osmania Medical College, Hyderabad",MD GENERAL MEDICINE,25000,1285 (4),1380 (4),1983 (4),7036 (1),-,1132 (3),1132 (3),1140 (3),-,607 (2),1345 (2),2171 (1),-
All India Quota,OBC,Madhya Pradesh,"Gajra Raja Medical College, Gwalior",MD RADIODIAGNOSIS,101500,1355 (2),1391 (2),1391 (2),-,-,1338 (1),1536 (1),1825 (1),-,1090 (2),1377 (2),-,-
All India Quota,EWS,Maharashtra,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha",MD GENERAL MEDICINE,286860,1373 (1),2703 (1),2703 (1),-,-,2033 (1),2033 (1),3249 (1),-,2214 (1),3711 (1),-,-
All India Quota,Open,West Bengal,"Midnapore Medical College, Midnapore",MD GENERAL MEDICINE,12000,1425 (2),1425 (2),2363 (2),-,-,1249 (1),1970 (1),1970 (1),-,2161 (3),3018 (3),5274 (1),-
All India Quota,Open,West Bengal,"Institute of Postgraduate Medical Education & Research (IPGMER), Kolkata",MD DERMATOLOGY,12000,1466 (1),1466 (1),1840 (1),-,-,181 (1),181 (1),181 (1),-,845 (1),1447 (1),-,-
All India Quota,EWS,Maharashtra,"Government Medical College, Nagpur",MD DERMATOLOGY,143300,1489 (1),1489 (1),1489 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Kerala,"Aster Medcity, Kochi",DNB RADIODIAGNOSIS,125000,1492 (2),1492 (2),1492 (2),-,-,1508 (2),2421 (2),2421 (2),-,1112 (2),1112 (2),-,-
All India Quota,Open,Karnataka,"Indira Gandhi Institute of Child Health, Bangalore",MD PAEDIATRICS,124150,1523 (5),1886 (5),1886 (5),-,-,1090 (4),1090 (4),1090 (4),-,1190 (4),1323 (4),-,-
All India Quota,SC,Delhi,"University College of Medical Sciences & GTB Hospital, New Delhi",MD GENERAL MEDICINE,57600,1528 (1),2665 (1),4933 (1),17124 (1),-,727 (1),2967 (1),2967 (1),-,1143 (1),1143 (1),-,-
BHU,Open,Uttar Pradesh,"Institute of Medical Sciences, BHU, Varanasi",MD RADIODIAGNOSIS,48226,1532 (2),1532 (2),1532 (2),-,-,942 (1),942 (1),942 (1),-,802 (1),802 (1),-,-
All India Quota,Open,Delhi,"Lady Hardinge Medical College, New Delhi",MS ORTHOPAEDICS,57600,1578 (2),2399 (2),3626 (2),-,-,2127 (1),2127 (1),2127 (1),-,1665 (2),2511 (2),-,-
DU,Open,Delhi,"Maulana Azad Medical College, New Delhi",MS GENERAL SURGERY,57600,1628 (4),1628 (4),1628 (4),-,-,800 (3),800 (3),1635 (3),-,1283 (3),1283 (3),6338 (1),-
DNB Quota,Open,Uttar Pradesh,"Jaypee Hospital, Noida",DNB RADIODIAGNOSIS,125000,1640 (2),1822 (2),1891 (2),-,-,2637 (2),2655 (2),2655 (2),-,3233 (2),3326 (2),-,-
All India Quota,EWS,Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",MD RADIODIAGNOSIS,40000,1674 (1),1808 (1),1812 (1),-,-,-,-,-,-,1313 (1),2086 (1),-,-
All India Quota,Open,Karnataka,"Hassan Institute of Medical Sciences, Hassan",MD GENERAL MEDICINE,124150,1680 (2),1945 (2),2041 (2),-,-,2100 (2),2498 (2),2268 (2),-,-,-,-,-
DU,Open,Delhi,"Lady Hardinge Medical College, New Delhi",MS OBG,57600,1692 (3),2000 (3),2000 (3),-,-,3561 (3),3561 (3),3561 (3),-,2573 (3),2573 (3),-,-
All India Quota,SC,Uttar Pradesh,"Dr. Ram Manohar Lohia Institute of Medical Sciences, Lucknow",MD RADIODIAGNOSIS,37500,1769 (1),1769 (1),1769 (1),-,-,-,-,-,-,-,-,-,-
